GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_001216745.1	2062658	GCF_001216745.1	2247038	
GCA_024389825.1	34847078	GCF_024389825.1	34956668	
GCA_003582425.1	7472958	GCF_003582425.1	7487648	
GCA_001792635.1	3548948	GCF_001792635.1	3572198	
GCA_024389835.1	34847058	GCF_024389835.1	34956588	
GCA_900138135.1	4216098	GCF_900138135.1	4240608	
GCA_900138495.1	4210218	GCF_900138495.1	4239108	
GCA_017175095.1	25339938	GCF_017175095.1	25444628	
GCA_900132105.1	4206098	GCF_900132105.1	4235088	
GCA_900138505.1	4215818	GCF_900138505.1	4237988	
GCA_017175195.1	25340048	GCF_017175195.1	25439868	
GCA_017176555.1	25341488	GCF_017176555.1	25445588	
GCA_900137165.1	4212018	GCF_900137165.1	4234808	
GCA_900132035.1	4210958	GCF_900132035.1	4238568	
GCA_017175145.1	25340008	GCF_017175145.1	25442628	
GCA_900137155.1	4214398	GCF_900137155.1	4230368	
GCA_900135055.1	4217418	GCF_900135055.1	4230968	
GCA_900139435.1	4216958	GCF_900139435.1	4232328	
GCA_900169205.1	4295328	GCF_900169205.1	4307168	
GCA_900140385.1	4216378	GCF_900140385.1	4242328	
GCA_900138775.1	4215898	GCF_900138775.1	4230628	
GCA_900131665.1	3870618	GCF_900131665.1	3893858	
GCA_900134025.1	4206598	GCF_900134025.1	4234528	
GCA_900131685.1	4213638	GCF_900131685.1	4241668	
GCA_002802765.1	5690018	GCF_002802765.1	5694488	
GCA_017176675.1	25341608	GCF_017176675.1	25446888	
GCA_900139005.1	4207898	GCF_900139005.1	4235028	
GCA_900137185.1	4211058	GCF_900137185.1	4238628	
GCA_900135915.1	4568768	GCF_900135915.1	4584368	
GCA_900138535.1	4204798	GCF_900138535.1	4239428	
GCA_900135905.1	4217318	GCF_900135905.1	4240868	
GCA_900130745.1	4208318	GCF_900130745.1	4239348	
GCA_900140155.1	4211938	GCF_900140155.1	4233088	
GCA_017175115.1	25339968	GCF_017175115.1	25447608	
GCA_900133205.1	3868978	GCF_900133205.1	3891178	
GCA_900133355.1	4214338	GCF_900133355.1	4233768	
GCA_900132315.1	3866478	GCF_900132315.1	3890358	
GCA_900135155.1	3867078	GCF_900135155.1	3890438	
GCA_900134985.1	3866798	GCF_900134985.1	3891418	
GCA_900130885.1	4207858	GCF_900130885.1	4232348	
GCA_900131945.1	4215858	GCF_900131945.1	4242248	
GCA_900131635.1	4207878	GCF_900131635.1	4237648	
GCA_900131405.1	4207758	GCF_900131405.1	4232308	
GCA_900136765.1	3867618	GCF_900136765.1	3892078	
GCA_900130585.1	4205738	GCF_900130585.1	4236168	
GCA_900130535.1	4209618	GCF_900130535.1	4238648	
GCA_002800925.1	5688178	GCF_002800925.1	5693028	
GCA_002802335.1	5689608	GCF_002802335.1	5696048	
GCA_002802725.1	5689988	GCF_002802725.1	5693928	
GCA_900134815.1	4214858	GCF_900134815.1	4233168	
GCA_900137145.1	3875358	GCF_900137145.1	3896318	
GCA_900139775.1	4205718	GCF_900139775.1	4236148	
GCA_900133275.1	4210058	GCF_900133275.1	4228708	
GCA_900131975.1	3870718	GCF_900131975.1	3894138	
GCA_900139145.1	4205278	GCF_900139145.1	4233868	
GCA_900132445.1	4206918	GCF_900132445.1	4231808	
GCA_900140345.1	3869418	GCF_900140345.1	3893798	
GCA_900132015.1	3868598	GCF_900132015.1	3893518	
GCA_900132815.1	4215178	GCF_900132815.1	4240328	
GCA_900135045.1	4211738	GCF_900135045.1	4234708	
GCA_002801695.1	5688958	GCF_002801695.1	5696468	
GCA_002802075.1	5689358	GCF_002802075.1	5695888	
GCA_900139445.1	4207538	GCF_900139445.1	4239868	
GCA_900136635.1	4209098	GCF_900136635.1	4238288	
GCA_002800885.1	5688138	GCF_002800885.1	5694568	
GCA_900132005.1	4212618	GCF_900132005.1	4230028	
GCA_900130905.1	4210758	GCF_900130905.1	4238448	
GCA_900131385.1	4216578	GCF_900131385.1	4242348	
GCA_900130665.1	4207698	GCF_900130665.1	4239168	
GCA_900131425.1	4213258	GCF_900131425.1	4238348	
GCA_900139625.1	4207658	GCF_900139625.1	4232248	
GCA_900130465.1	4207418	GCF_900130465.1	4239808	
GCA_900133845.1	4217498	GCF_900133845.1	4234568	
GCA_900138735.1	4211278	GCF_900138735.1	4238668	
GCA_900130375.1	4208358	GCF_900130375.1	4236568	
GCA_900131735.1	4210698	GCF_900131735.1	4232588	
GCA_900130275.1	4208578	GCF_900130275.1	4236668	
GCA_900139815.1	3872478	GCF_900139815.1	3894678	
GCA_002802125.1	5689378	GCF_002802125.1	5696588	
GCA_900135555.1	3868838	GCF_900135555.1	3892138	
GCA_900130795.1	4211338	GCF_900130795.1	4235168	
GCA_900130675.1	4210598	GCF_900130675.1	4232528	
GCA_900130825.1	4217078	GCF_900130825.1	4242428	
GCA_900131325.1	4295108	GCF_900131325.1	4306388	
GCA_900139655.1	4208678	GCF_900139655.1	4236728	
GCA_900131305.1	4205098	GCF_900131305.1	4234668	
GCA_900141265.1	3872338	GCF_900141265.1	3894938	
GCA_900138915.1	4216438	GCF_900138915.1	4238048	
GCA_002799855.1	5687118	GCF_002799855.1	5695348	
GCA_002801605.1	5688878	GCF_002801605.1	5693648	
GCA_900135495.1	3867438	GCF_900135495.1	3890218	
GCA_900134145.1	4211618	GCF_900134145.1	4234628	
GCA_900134135.1	4904748	GCF_900134135.1	4906928	
GCA_900140365.1	4211318	GCF_900140365.1	4232928	
GCA_002802525.1	5689798	GCF_002802525.1	5694148	
GCA_900131755.1	4207158	GCF_900131755.1	4232028	
GCA_900140005.1	4209078	GCF_900140005.1	4234148	
GCA_002801725.1	5688998	GCF_002801725.1	5694248	
GCA_002801365.1	5688638	GCF_002801365.1	5695728	
GCA_900133235.1	4205998	GCF_900133235.1	4234928	
GCA_900139925.1	4212398	GCF_900139925.1	4229068	
GCA_900134835.1	4213038	GCF_900134835.1	4233548	
GCA_002800585.1	5687838	GCF_002800585.1	5694888	
GCA_900139915.1	4207018	GCF_900139915.1	4239668	
GCA_900135095.1	3869238	GCF_900135095.1	3893778	
GCA_002799715.1	5686988	GCF_002799715.1	5696188	
GCA_900140475.1	4295228	GCF_900140475.1	4304768	
GCA_900139935.1	3873138	GCF_900139935.1	3896338	
GCA_900130365.1	4207398	GCF_900130365.1	4239048	
GCA_900139095.1	4208298	GCF_900139095.1	4237928	
GCA_900131995.1	4216258	GCF_900131995.1	4241388	
GCA_017176395.1	25341328	GCF_017176395.1	25439368	
GCA_900141505.1	4210838	GCF_900141505.1	4235048	
GCA_002801785.1	5689038	GCF_002801785.1	5695828	
GCA_900132395.1	4207298	GCF_900132395.1	4239008	
GCA_900140545.1	3873278	GCF_900140545.1	3896798	
GCA_900134125.1	3869958	GCF_900134125.1	3891778	
GCA_900139605.1	4209718	GCF_900139605.1	4238728	
GCA_900140825.1	3872438	GCF_900140825.1	3895258	
GCA_017175775.1	25340708	GCF_017175775.1	25444728	
GCA_900136595.1	4209038	GCF_900136595.1	4228508	
GCA_900132295.1	3877958	GCF_900132295.1	3899158	
GCA_900139585.1	4213138	GCF_900139585.1	4238308	
GCA_900132655.1	3868958	GCF_900132655.1	3891658	
GCA_900130335.1	4215878	GCF_900130335.1	4242268	
GCA_900130385.1	4208938	GCF_900130385.1	4238088	
GCA_002800725.1	5687998	GCF_002800725.1	5692588	
GCA_900141015.1	4206738	GCF_900141015.1	4236348	
GCA_002802485.1	5689738	GCF_002802485.1	5693728	
GCA_900132075.1	4208758	GCF_900132075.1	4239268	
GCA_900131065.1	4211018	GCF_900131065.1	4232828	
GCA_900139675.1	3873158	GCF_900139675.1	3897178	
GCA_900131205.1	4212998	GCF_900131205.1	4240968	
GCA_900131655.1	4216178	GCF_900131655.1	4242308	
GCA_900131585.1	4213498	GCF_900131585.1	4241028	
GCA_002801345.1	5688608	GCF_002801345.1	5696408	
GCA_900131645.1	3870598	GCF_900131645.1	3894778	
GCA_900133865.1	4212078	GCF_900133865.1	4238988	
GCA_900134075.1	4215198	GCF_900134075.1	4237788	
GCA_002802735.1	5689998	GCF_002802735.1	5694448	
GCA_900136785.1	4208858	GCF_900136785.1	4239328	
GCA_900130855.1	4211958	GCF_900130855.1	4235468	
GCA_900130765.1	4213698	GCF_900130765.1	4241068	
GCA_002802595.1	5689858	GCF_002802595.1	5696088	
GCA_900132775.1	3870818	GCF_900132775.1	3893218	
GCA_002799695.1	5686948	GCF_002799695.1	5695128	
GCA_900137175.1	4206878	GCF_900137175.1	4236068	
GCA_900140755.1	4211858	GCF_900140755.1	4235428	
GCA_900130325.1	4209858	GCF_900130325.1	4239628	
GCA_900140885.1	4212818	GCF_900140885.1	4230088	
GCA_900140635.1	4214318	GCF_900140635.1	4242028	
GCA_002801095.1	5688378	GCF_002801095.1	5693108	
GCA_900139155.1	4209678	GCF_900139155.1	4229468	
GCA_900130785.1	4211078	GCF_900130785.1	4229788	
GCA_900131715.1	3866398	GCF_900131715.1	3889278	
GCA_900140325.1	3870358	GCF_900140325.1	3894838	
GCA_900140315.1	4205778	GCF_900140315.1	4231308	
GCA_900130875.1	3866158	GCF_900130875.1	3889758	
GCA_900141515.1	4207238	GCF_900141515.1	4239768	
GCA_002801275.1	5688558	GCF_002801275.1	5696388	
GCA_900138705.1	4210798	GCF_900138705.1	4232708	
GCA_900138715.1	4208178	GCF_900138715.1	4236428	
GCA_900140045.1	4206538	GCF_900140045.1	4237808	
GCA_002801735.1	5688988	GCF_002801735.1	5695808	
GCA_900132425.1	3866538	GCF_900132425.1	3890018	
GCA_900140835.1	3872198	GCF_900140835.1	3895078	
GCA_900138955.1	4217218	GCF_900138955.1	4240828	
GCA_900135465.1	3865878	GCF_900135465.1	3888458	
GCA_900130555.1	3867858	GCF_900130555.1	3892258	
GCA_900138985.1	3870958	GCF_900138985.1	3892658	
GCA_900130835.1	4211438	GCF_900130835.1	4235208	
GCA_900139565.1	3870158	GCF_900139565.1	3891818	
GCA_900139505.1	3869298	GCF_900139505.1	3893238	
GCA_900139645.1	4204998	GCF_900139645.1	4234588	
GCA_900131695.1	4208538	GCF_900131695.1	4239148	
GCA_002801425.1	5688678	GCF_002801425.1	5693328	
GCA_900131225.1	4204958	GCF_900131225.1	4238688	
GCA_002799985.1	5687248	GCF_002799985.1	5695148	
GCA_900130315.1	3870198	GCF_900130315.1	3893558	
GCA_900136715.1	4207178	GCF_900136715.1	4237388	
GCA_900138805.1	4206638	GCF_900138805.1	4236308	
GCA_900136625.1	3869718	GCF_900136625.1	3894338	
GCA_900136755.1	4211218	GCF_900136755.1	4232868	
GCA_900139515.1	4216518	GCF_900139515.1	4230828	
GCA_002802385.1	5689638	GCF_002802385.1	5693568	
GCA_900130755.1	4210278	GCF_900130755.1	4239788	
GCA_900132615.1	4207958	GCF_900132615.1	4233948	
GCA_900130865.1	4213658	GCF_900130865.1	4238468	
GCA_900138695.1	4205318	GCF_900138695.1	4236088	
GCA_002802655.1	5689918	GCF_002802655.1	5694348	
GCA_900138585.1	4211678	GCF_900138585.1	4238868	
GCA_900133945.1	4217258	GCF_900133945.1	4229208	
GCA_002801405.1	5688658	GCF_002801405.1	5696428	
GCA_900131935.1	4215758	GCF_900131935.1	4242228	
GCA_900140625.1	3873738	GCF_900140625.1	3896698	
GCA_002799645.1	5686898	GCF_002799645.1	5695028	
GCA_015355695.1	23063648	GCF_015355695.1	23088658	
GCA_900136345.1	4205498	GCF_900136345.1	4234728	
GCA_900130305.1	4210858	GCF_900130305.1	4238508	
GCA_900132375.1	4208218	GCF_900132375.1	4239288	
GCA_900130345.1	4213378	GCF_900130345.1	4235808	
GCA_900140815.1	3872918	GCF_900140815.1	3894758	
GCA_900139735.1	4206558	GCF_900139735.1	4235888	
GCA_002802425.1	5689678	GCF_002802425.1	5696648	
GCA_002801105.1	5688388	GCF_002801105.1	5695668	
GCA_900133475.1	4209378	GCF_900133475.1	4236848	
GCA_900140975.1	3871758	GCF_900140975.1	3894498	
GCA_002801245.1	5688538	GCF_002801245.1	5695708	
GCA_002800615.1	5687898	GCF_002800615.1	5692568	
GCA_017175065.1	25339948	GCF_017175065.1	25443048	
GCA_002802295.1	5689558	GCF_002802295.1	5696008	
GCA_900130635.1	4217398	GCF_900130635.1	4242468	
GCA_002801905.1	5689158	GCF_002801905.1	5696328	
GCA_900136825.1	4208918	GCF_900136825.1	4238028	
GCA_900135425.1	4209878	GCF_900135425.1	4239688	
GCA_002802225.1	5689468	GCF_002802225.1	5693388	
GCA_900130625.1	4210118	GCF_900130625.1	4238928	
GCA_900139355.1	4214898	GCF_900139355.1	4237668	
GCA_900140905.1	3871778	GCF_900140905.1	3893358	
GCA_002800765.1	5688018	GCF_002800765.1	5694468	
GCA_002800955.1	5688198	GCF_002800955.1	5692788	
GCA_900132085.1	4208278	GCF_900132085.1	4236528	
GCA_900134165.1	4214418	GCF_900134165.1	4232848	
GCA_900136605.1	4213958	GCF_900136605.1	4231148	
GCA_900136685.1	4205598	GCF_900136685.1	4235988	
GCA_900136885.1	3865858	GCF_900136885.1	3888258	
GCA_900133305.1	3866658	GCF_900133305.1	3889878	
GCA_002801575.1	5688848	GCF_002801575.1	5693608	
GCA_900140245.1	4204978	GCF_900140245.1	4235768	
GCA_002802505.1	5689778	GCF_002802505.1	5696668	
GCA_900139045.1	4215218	GCF_900139045.1	4230568	
GCA_900138945.1	4211918	GCF_900138945.1	4234768	
GCA_900139175.1	3873598	GCF_900139175.1	3895518	
GCA_900134935.1	3871318	GCF_900134935.1	3893038	
GCA_900139485.1	3868858	GCF_900139485.1	3892298	
GCA_900135415.1	3867418	GCF_900135415.1	3890698	
GCA_900135485.1	3865938	GCF_900135485.1	3888238	
GCA_900130605.1	3870338	GCF_900130605.1	3894378	
GCA_900131195.1	3868018	GCF_900131195.1	3891258	
GCA_900133975.1	3869178	GCF_900133975.1	3891798	
GCA_900130355.1	4214238	GCF_900130355.1	4242188	
GCA_900136535.1	3867018	GCF_900136535.1	3891218	
GCA_002801585.1	5688868	GCF_002801585.1	5693168	
GCA_900135025.1	4210358	GCF_900135025.1	4228808	
GCA_900138545.1	4214838	GCF_900138545.1	4241208	
GCA_900140615.1	3872018	GCF_900140615.1	3894558	
GCA_900138615.1	4211578	GCF_900138615.1	4238828	
GCA_900139035.1	4209178	GCF_900139035.1	4234208	
GCA_900131915.1	3866438	GCF_900131915.1	3889998	
GCA_900131265.1	4214138	GCF_900131265.1	4242168	
GCA_002801665.1	5688918	GCF_002801665.1	5693208	
GCA_002799775.1	5687058	GCF_002799775.1	5694048	
GCA_002799845.1	5687098	GCF_002799845.1	5695268	
GCA_002801925.1	5689178	GCF_002801925.1	5696368	
GCA_002800025.1	5687278	GCF_002800025.1	5695188	
GCA_900135535.1	3869918	GCF_900135535.1	3892778	
GCA_900140585.1	4207618	GCF_900140585.1	4239128	
GCA_002802435.1	5689718	GCF_002802435.1	5693668	
GCA_002801685.1	5688948	GCF_002801685.1	5693768	
GCA_900140435.1	3866278	GCF_900140435.1	3888338	
GCA_017176655.1	25341588	GCF_017176655.1	25443528	
GCA_900132825.1	4206518	GCF_900132825.1	4235248	
GCA_900139755.1	4211458	GCF_900139755.1	4235268	
GCA_900134865.1	4208958	GCF_900134865.1	4239368	
GCA_900130575.1	4213918	GCF_900130575.1	4241988	
GCA_900130435.1	4215578	GCF_900130435.1	4240488	
GCA_900135175.1	4209458	GCF_900135175.1	4239548	
GCA_900140295.1	4209498	GCF_900140295.1	4236908	
GCA_900131725.1	4215698	GCF_900131725.1	4240588	
GCA_900140865.1	4216618	GCF_900140865.1	4240688	
GCA_900139205.1	3871598	GCF_900139205.1	3893638	
GCA_900140085.1	4213478	GCF_900140085.1	4230008	
GCA_900132385.1	4204878	GCF_900132385.1	4239488	
GCA_900140305.1	4212158	GCF_900140305.1	4235528	
GCA_900132665.1	3870858	GCF_900132665.1	3893838	
GCA_002800665.2	8130298	GCF_002800665.2	8176618	
GCA_900134365.1	4207818	GCF_900134365.1	4228368	
GCA_900136695.1	3867598	GCF_900136695.1	3891838	
GCA_900131285.1	3868078	GCF_900131285.1	3891118	
GCA_900139335.1	3866138	GCF_900139335.1	3888978	
GCA_900134885.1	4215298	GCF_900134885.1	4237828	
GCA_900135455.1	3868778	GCF_900135455.1	3894018	
GCA_900135505.1	3868798	GCF_900135505.1	3892558	
GCA_900135475.1	3867478	GCF_900135475.1	3890578	
GCA_900135525.1	3867498	GCF_900135525.1	3892478	
GCA_900140165.1	4204618	GCF_900140165.1	4237148	
GCA_002801485.1	5688748	GCF_002801485.1	5693428	
GCA_900140855.1	3872078	GCF_900140855.1	3894478	
GCA_900130525.1	3870298	GCF_900130525.1	3892098	
GCA_002801435.1	5688698	GCF_002801435.1	5693368	
GCA_900139255.1	3865818	GCF_900139255.1	3888378	
GCA_900139055.1	4207978	GCF_900139055.1	4236328	
GCA_900140095.1	3871878	GCF_900140095.1	3894598	
GCA_900140745.1	3873218	GCF_900140745.1	3898558	
GCA_002801115.1	5688398	GCF_002801115.1	5692868	
GCA_900140705.1	3872158	GCF_900140705.1	3895038	
GCA_900139415.1	4206238	GCF_900139415.1	4237628	
GCA_900139345.1	4210918	GCF_900139345.1	4234548	
GCA_900140025.1	3872098	GCF_900140025.1	3892998	
GCA_900139025.1	3873698	GCF_900139025.1	3895138	
GCA_900140255.1	4211158	GCF_900140255.1	4228888	
GCA_900139275.1	3866078	GCF_900139275.1	3888298	
GCA_900140285.1	3873858	GCF_900140285.1	3895978	
GCA_900135195.1	4217338	GCF_900135195.1	4230948	
GCA_900141325.1	3871638	GCF_900141325.1	3893718	
GCA_002800815.1	5688068	GCF_002800815.1	5694508	
GCA_900140645.1	3872678	GCF_900140645.1	3894898	
GCA_002801015.1	5688298	GCF_002801015.1	5692828	
GCA_002800945.1	5688218	GCF_002800945.1	5695508	
GCA_900140775.1	4210198	GCF_900140775.1	4237108	
GCA_900135065.1	4215498	GCF_900135065.1	4230468	
GCA_900138965.1	4209538	GCF_900138965.1	4228608	
GCA_002802845.1	5690098	GCF_002802845.1	5694548	
GCA_900137485.1	4209998	GCF_900137485.1	4237008	
GCA_900139015.1	3869218	GCF_900139015.1	3894198	
GCA_900138895.1	4214198	GCF_900138895.1	4230328	
GCA_015499655.1	23215128	GCF_015499655.1	23258538	
GCA_900140225.1	4207798	GCF_900140225.1	4237588	
GCA_002800685.1	5687938	GCF_002800685.1	5694988	
GCA_900140715.1	3871738	GCF_900140715.1	3893818	
GCA_900131985.1	3868638	GCF_900131985.1	3891318	
GCA_900134805.1	4208478	GCF_900134805.1	4234068	
GCA_900130805.1	4207118	GCF_900130805.1	4239708	
GCA_900140985.1	3873378	GCF_900140985.1	3895278	
GCA_900132065.1	4208558	GCF_900132065.1	4239188	
GCA_900131615.1	4206978	GCF_900131615.1	4237328	
GCA_900131905.1	4295388	GCF_900131905.1	4307868	
GCA_900136855.1	3867658	GCF_900136855.1	3891078	
GCA_002802695.1	5689948	GCF_002802695.1	5694388	
GCA_900131315.1	4212698	GCF_900131315.1	4240888	
GCA_900139225.1	4205678	GCF_900139225.1	4234088	
GCA_002800855.1	5688128	GCF_002800855.1	5692988	
GCA_900139285.1	3872778	GCF_900139285.1	3895178	
GCA_002801065.1	5688318	GCF_002801065.1	5695628	
GCA_002800965.1	5688238	GCF_002800965.1	5695568	
GCA_900134645.1	3877758	GCF_900134645.1	3898838	
GCA_002801795.1	5689058	GCF_002801795.1	5696488	
GCA_002800065.1	5687318	GCF_002800065.1	5695448	
GCA_900132045.1	4213418	GCF_900132045.1	4232688	
GCA_900139535.1	3867678	GCF_900139535.1	3890998	
GCA_002799765.1	5687018	GCF_002799765.1	5701898	
GCA_002799805.1	5687048	GCF_002799805.1	5695228	
GCA_900139795.1	4213838	GCF_900139795.1	4242148	
GCA_900133325.1	3870978	GCF_900133325.1	3892958	
GCA_900133395.1	3869098	GCF_900133395.1	3892458	
GCA_900141285.1	4212878	GCF_900141285.1	4237028	
GCA_900138905.1	4213758	GCF_900138905.1	4238528	
GCA_900135615.1	3870038	GCF_900135615.1	3892798	
GCA_900134695.1	4211638	GCF_900134695.1	4233648	
GCA_002801875.1	5689138	GCF_002801875.1	5695788	
GCA_900133965.1	3869198	GCF_900133965.1	3893198	
GCA_002801175.1	5688448	GCF_002801175.1	5692948	
GCA_900136705.1	3870098	GCF_900136705.1	3894098	
GCA_900133435.1	3871078	GCF_900133435.1	3893598	
GCA_900139325.1	4206778	GCF_900139325.1	4235968	
GCA_900139715.1	4212898	GCF_900139715.1	4240948	
GCA_900133445.1	4209118	GCF_900133445.1	4238368	
GCA_900138755.1	4207318	GCF_900138755.1	4231888	
GCA_002800415.1	5687668	GCF_002800415.1	5694208	
GCA_900139615.1	4211418	GCF_900139615.1	4234608	
GCA_900134765.1	4205018	GCF_900134765.1	4236048	
GCA_002800845.1	5688098	GCF_002800845.1	5692708	
GCA_002802285.1	5689548	GCF_002802285.1	5694028	
GCA_900135445.1	4211898	GCF_900135445.1	4240348	
GCA_900132725.1	4213218	GCF_900132725.1	4241548	
GCA_900130775.1	4211978	GCF_900130775.1	4238948	
GCA_900131345.1	3868118	GCF_900131345.1	3892318	
GCA_900132855.1	3870798	GCF_900132855.1	3894738	
GCA_900130645.1	3869398	GCF_900130645.1	3892578	
GCA_900140675.1	4212138	GCF_900140675.1	4234948	
GCA_002801255.1	5688508	GCF_002801255.1	5696348	
GCA_900131235.1	4214938	GCF_900131235.1	4241228	
GCA_900132675.1	3866638	GCF_900132675.1	3889818	
GCA_002800485.1	5687738	GCF_002800485.1	5694768	
GCA_900138855.1	4206498	GCF_900138855.1	4234448	
GCA_900134855.1	3866878	GCF_900134855.1	3890398	
GCA_900141095.1	3873078	GCF_900141095.1	3895098	
GCA_900140515.1	4207558	GCF_900140515.1	4233908	
GCA_900140685.1	3872938	GCF_900140685.1	3895418	
GCA_900135335.1	4217458	GCF_900135335.1	4232508	
GCA_002801085.1	5688358	GCF_002801085.1	5696308	
GCA_900138635.1	4215258	GCF_900138635.1	4241788	
GCA_900136425.1	4209698	GCF_900136425.1	4232408	
GCA_900135385.1	4205198	GCF_900135385.1	4235828	
GCA_900139425.1	3867058	GCF_900139425.1	3890458	
GCA_002799915.1	5687178	GCF_002799915.1	5695048	
GCA_002800525.1	5687778	GCF_002800525.1	5692808	
GCA_900132475.1	4210378	GCF_900132475.1	4239828	
GCA_900135985.1	4215318	GCF_900135985.1	4237888	
GCA_900133405.1	3871058	GCF_900133405.1	3893898	
GCA_002802325.1	5689578	GCF_002802325.1	5696628	
GCA_900130915.1	3870418	GCF_900130915.1	3892898	
GCA_900138515.1	4206758	GCF_900138515.1	4237288	
GCA_900138645.1	4217138	GCF_900138645.1	4238208	
GCA_002802165.1	5689438	GCF_002802165.1	5695968	
GCA_900135075.1	4210018	GCF_900135075.1	4236748	
GCA_900138815.1	4209318	GCF_900138815.1	4236588	
GCA_900138665.1	4211198	GCF_900138665.1	4240068	
GCA_900136405.1	4212778	GCF_900136405.1	4235688	
GCA_900140925.1	4212298	GCF_900140925.1	4229988	
GCA_900133995.1	4904768	GCF_900133995.1	4907608	
GCA_900136415.1	3871338	GCF_900136415.1	3893678	
GCA_900133255.1	4210518	GCF_900133255.1	4234468	
GCA_900140145.1	3873618	GCF_900140145.1	3896058	
GCA_002801535.1	5688798	GCF_002801535.1	5693468	
GCA_002801495.1	5688758	GCF_002801495.1	5696448	
GCA_900139375.1	3868278	GCF_900139375.1	3891138	
GCA_900137725.1	4206398	GCF_900137725.1	4234368	
GCA_002800135.1	5687378	GCF_002800135.1	5695328	
GCA_900137925.1	4208778	GCF_900137925.1	4234108	
GCA_900138795.1	4209778	GCF_900138795.1	4239588	
GCA_900139825.1	4210738	GCF_900139825.1	4233488	
GCA_900139945.1	4214478	GCF_900139945.1	4230228	
GCA_002802025.1	5689278	GCF_002802025.1	5696568	
GCA_900134065.1	3869158	GCF_900134065.1	3891738	
GCA_002800775.1	5688048	GCF_002800775.1	5692648	
GCA_900139785.1	3873818	GCF_900139785.1	3895718	
GCA_900133425.1	3866678	GCF_900133425.1	3890418	
GCA_900138765.1	3869558	GCF_900138765.1	3892818	
GCA_900133295.1	3869038	GCF_900133295.1	3894538	
GCA_900135145.1	3868338	GCF_900135145.1	3893758	
GCA_017176275.1	25341218	GCF_017176275.1	25444708	
GCA_900139725.1	4206478	GCF_900139725.1	4231548	
GCA_900136435.1	3869578	GCF_900136435.1	3894958	
GCA_900140965.1	4212738	GCF_900140965.1	4235068	
GCA_900141475.1	4211698	GCF_900141475.1	4240248	
GCA_900133345.1	4214558	GCF_900133345.1	4232968	
GCA_002802055.1	5689348	GCF_002802055.1	5693908	
GCA_900139305.1	3871558	GCF_900139305.1	3893098	
GCA_017176235.1	25341168	GCF_017176235.1	25443448	
GCA_900140795.1	3871818	GCF_900140795.1	3893538	
GCA_900134575.1	4205078	GCF_900134575.1	4233708	
GCA_900130945.1	4206358	GCF_900130945.1	4234968	
GCA_900131895.1	4294968	GCF_900131895.1	4307788	
GCA_900134945.1	3869498	GCF_900134945.1	3893418	
GCA_900138445.1	4209358	GCF_900138445.1	4239508	
GCA_900140425.1	4215918	GCF_900140425.1	4230708	
GCA_900135115.1	3865918	GCF_900135115.1	3888798	
GCA_002801165.1	5688428	GCF_002801165.1	5693148	
GCA_900136455.1	4206798	GCF_900136455.1	4238788	
GCA_001942565.1	3962558	GCF_001942565.1	3979938	
GCA_900140415.1	4207278	GCF_900140415.1	4236188	
GCA_900135005.1	3871198	GCF_900135005.1	3894078	
GCA_900138375.1	4215398	GCF_900138375.1	4240448	
GCA_002802645.1	5689898	GCF_002802645.1	5694288	
GCA_900135965.1	4211538	GCF_900135965.1	4235308	
GCA_900138745.1	4217198	GCF_900138745.1	4234408	
GCA_015499695.1	23215148	GCF_015499695.1	23257678	
GCA_900136845.1	3869258	GCF_900136845.1	3893998	
GCA_900132025.1	4204738	GCF_900132025.1	4234688	
GCA_900135515.1	3869898	GCF_900135515.1	3891338	
GCA_900131355.1	3866238	GCF_900131355.1	3889018	
GCA_900131675.1	3868498	GCF_900131675.1	3891478	
GCA_900132125.1	4216298	GCF_900132125.1	4240648	
GCA_900141445.1	4214118	GCF_900141445.1	4315028	
GCA_002801215.1	5688468	GCF_002801215.1	5693008	
GCA_900130475.1	3867818	GCF_900130475.1	3892118	
GCA_900140725.1	3871678	GCF_900140725.1	3892978	
GCA_900133375.1	3869058	GCF_900133375.1	3891698	
GCA_900133155.1	4208258	GCF_900133155.1	4236468	
GCA_900138295.1	4211778	GCF_900138295.1	4238908	
GCA_017175215.1	25340108	GCF_017175215.1	25442788	
GCA_900136615.1	4211258	GCF_900136615.1	4228928	
GCA_900138525.1	4214618	GCF_900138525.1	4241128	
GCA_900131185.1	3870518	GCF_900131185.1	3892738	
GCA_900136445.1	4210578	GCF_900136445.1	4229628	
GCA_900139195.1	3873758	GCF_900139195.1	3895878	
GCA_900135345.1	4214078	GCF_900135345.1	4230288	
GCA_900136475.1	3869598	GCF_900136475.1	3891718	
GCA_900134635.1	4213318	GCF_900134635.1	4241588	
GCA_900133505.1	4212098	GCF_900133505.1	4229848	
GCA_900136465.1	4216818	GCF_900136465.1	4240708	
GCA_900136925.1	4212258	GCF_900136925.1	4233808	
GCA_002801525.1	5688788	GCF_002801525.1	5695768	
GCA_900141115.1	3871478	GCF_900141115.1	3893338	
GCA_900140915.1	3872818	GCF_900140915.1	3895578	
GCA_900141135.1	4215538	GCF_900141135.1	4241268	
GCA_900139905.1	4210718	GCF_900139905.1	4232648	
GCA_900140115.1	4205938	GCF_900140115.1	4237508	
GCA_900136505.1	3871378	GCF_900136505.1	3894658	
